solution_id,binder_kg_m3,slag_fraction,effective_water_binder_ratio,pasta_kg_m3,carbon_kgCO2e_m3,cost_CNY_m3,strength_MPa,slump_mm,effective_water_kg_m3,absorbed_water_kg_m3,absolute_volume_m3,total_mass_kg_m3,constraint_violation,feasible,cement_kg_m3,slag_kg_m3,water_kg_m3,sand_kg_m3,coarse_kg_m3,compromise_distance,selected_roles,data_status,seed
S049,386.3130724638254,0.13343289936836983,0.3635797110930159,0.002515805035917751,302.68322038340165,340.3736893886422,68.48334894742868,141.4853284511392,140.45559527785295,0.002012644028734201,1.0,2441.823712205077,0.0,True,334.766199141074,51.546873322751374,140.45760792188167,889.0505160143343,1026.0,0.5201890055614906,,synthetic,42
S050,386.22266821247507,0.10154598965668694,0.3630801721535887,0.015595454267656343,311.7366382010646,342.93026798448165,69.16387686718353,142.97025198331573,140.2297928642038,0.012476363414125075,1.0,2443.0461072096273,0.0,True,347.00330514099306,39.21936307148203,140.24226922761792,890.5655743152668,1026.0,0.5416245548428267,,synthetic,42
S051,385.96702185731874,0.09445204907520645,0.3630801721535887,0.015873881704080425,313.56542992286313,343.4143206886987,69.29397290253688,143.3699061415343,140.1369727415632,0.012699105363264341,1.0,2443.3584993384507,0.0,True,349.51164576744,36.45537608987875,140.14967184692645,891.2259317525017,1026.0,0.5459128798742306,,synthetic,42
S052,389.15562758705045,0.086546746307266,0.36337803941916413,0.026239722980725744,318.33328757375494,345.03853755149447,69.54944320629967,144.38582993112928,141.4106089815168,0.020991778384580596,1.0,2441.940730808989,0.0,True,355.47547421222913,33.68015337482134,141.43160075990136,885.3272627390563,1026.0,0.5588908854428377,,synthetic,42
S053,399.3137027874677,0.10418644024359806,0.3607403712865205,0.009400212426773927,321.1252955271849,347.0986871772036,69.98714040283504,142.2583805747071,144.04857340334638,0.007520169941419142,1.0,2438.6643303866745,0.0,True,357.71062955355137,41.60307323391638,144.0560935732878,869.285133813492,1026.0,0.5700986700263206,,synthetic,42
S054,386.22266821247507,0.052731348369959276,0.3632811179157473,0.007508120858239456,325.69328520400677,346.8082507823033,70.12414914025791,146.07201807036046,140.3074026726307,0.006006496686591565,1.0,2444.303818450589,0.0,True,365.85662614658787,20.36604206588722,140.31340916931728,891.7602329479381,1026.0,0.5756247869253348,,synthetic,42
S055,399.3137027874677,0.08485963043828454,0.3607403712865205,0.010227669289239474,326.8390804790076,348.6922999906033,70.37284865484209,143.41674797773223,144.04857340334638,0.00818213543139158,1.0,2439.222136707251,0.0,True,365.42808953998025,33.8856132474875,144.05675553877776,869.8414507117167,1026.0,0.5842423436998062,,synthetic,42
S056,393.07904895183736,0.05208664712975039,0.35762509433157863,0.02272979324035187,331.4786431914744,349.62761682654843,71.10906764790286,142.24868684280108,140.57493196116806,0.018183834592281494,1.0,2444.908117243313,0.0,True,372.6048792349851,20.474169716852234,140.59311579576035,885.213222702475,1026.0,0.5933403505230324,,synthetic,42
S057,392.28370599693386,0.016055014905072912,0.36292604800521533,0.03269961560726274,341.2710506299192,351.7939312612559,71.14780901758164,148.55685868615035,142.36997511430698,0.026159692485810196,1.0,2442.8253837080556,0.0,True,385.98558525013584,6.298120746798014,142.3961348067928,882.1128432887219,1026.0,0.6173287499333876,,synthetic,42
S058,388.00406335000866,0.0017028664046157835,0.3629609623350583,0.0016399018662575562,341.79966192413536,351.51291383617786,71.26917005990649,149.06454436597122,140.83032822343208,0.001311921493006045,0.9999999999999999,2445.166243656228,0.0,True,387.3433442656755,0.660719084333144,140.83164014492507,890.3289002594275,1026.0,0.6167773469232867,,synthetic,42
S059,393.16480008805786,0.001955512438890982,0.35752109244955005,0.008025146340353284,346.1400764169788,353.74055601651384,72.1427475828092,145.20398550260185,140.5647088401914,0.006420117072282627,1.0,2446.4012617394033,0.0,True,392.39596143095156,0.7688386571062834,140.57112895726368,886.6573075477412,1026.0,0.6307491967947448,,synthetic,42
S060,401.22078167434586,0.01404237063351188,0.35465248814962375,0.014297873741149214,349.4104771941728,355.7463722218789,72.60148517810352,142.9800796385111,142.2939485181437,0.011438298992919371,1.0,2444.4595791367865,0.0,True,395.58669075220735,5.634090922138516,142.30538681713662,874.9191127715629,1026.0,0.6431703618325326,,synthetic,42
S061,401.22078167434586,0.01404237063351188,0.35344861857764504,0.014406053647768627,349.41671675961123,355.8596069079092,72.74584125367869,142.01682171106825,141.81093102744046,0.011524842918214902,1.0,2445.256311025727,0.0,True,395.58669075220735,5.634090922138516,141.82245587035868,876.1986674273745,1026.0,0.6434021137056789,,synthetic,42
S062,417.6219771624426,0.03568083317734139,0.3516747029260197,0.0041756497764304686,356.5257671285196,359.7219561012415,73.27423178478276,140.9548465917549,146.867084753979,0.003340519821144375,1.0,2438.868303637168,0.0,True,402.720877064118,14.901100098324589,146.87042527380012,848.371725551149,1026.0,0.6694653106241648,,synthetic,42
S063,417.6219771624426,0.030456469542686302,0.3516891837070001,0.006198435342715847,358.14118053775286,360.17052518417194,73.37495794865544,141.2768588562691,146.87313224636287,0.004958748274172678,1.0,2439.0119392414495,0.0,True,404.9026861346382,12.719291027804367,146.87809099463703,848.505672649027,1026.0,0.6736981903469418,,synthetic,42
S064,417.6219771624426,0.01432039279312653,0.3516747029260197,0.006198435342715847,363.1303995461372,361.5636840258786,73.69941717736427,142.23343883645833,146.867084753979,0.004958748274172678,1.0,2439.510635932588,0.0,True,411.64146641043425,5.9805107520082945,146.87204350225315,849.010416832549,1026.0,0.6868265265663815,,synthetic,42
S065,417.7219165909051,0.012899019526126303,0.3512040236958267,0.006198435342715847,363.65653239650925,361.7662784424309,73.78882342460827,141.95217179117023,146.70561789265838,0.004958748274172678,1.0,2439.835875733997,0.0,True,412.3337134323081,5.388203158596988,146.71057664093254,849.3971840668164,1026.0,0.6883776762452191,,synthetic,42
S066,422.5733800965452,0.014006443901503266,0.34857861640841264,0.11530943021689993,367.41663283137217,363.5425209337367,74.19053093914714,140.10688035696907,147.30004416507998,0.09224754417351995,0.9999999999999999,2439.337572584152,0.0,True,416.6546297539543,5.918750342590877,147.3922917092535,843.2565913481366,1026.0,0.701107128331219,,synthetic,42
S067,425.2630649399281,0.01404237063351188,0.34861093032841056,0.012431382678931787,369.65875667582856,364.48100043311035,74.41024285136007,140.55386144469216,148.25135270301962,0.00994510614314543,1.0,2438.4258741748235,0.0,True,419.29136336529837,5.9717015746297015,148.26129780916276,838.8890800430538,1026.0,0.708260031537342,,synthetic,42
S068,425.2630649399281,0.014006443901503266,0.34861093032841056,0.1570308499115846,369.6816166302257,364.4401590206206,74.26562679431113,140.33911784776367,148.25135270301962,0.1256246799292677,1.0,2438.096866979706,0.0,True,419.3066416774656,5.956423262462443,148.3769773829489,838.2997938069177,1026.0,0.7082597386483044,,synthetic,42
S069,445.3341900526668,0.03491885183207141,0.349006416456853,7.817607814590566e-06,379.650144785529,369.3402780154648,74.86088372329657,141.64340933441306,155.42448979599635,6.254086251672453e-06,1.0,2429.1097634260846,0.0,True,429.78363145446224,15.550558598204603,155.4244960500826,802.3510695057273,1026.0,0.7434584261969537,,synthetic,42
S070,445.3341900526668,0.03491885183207141,0.349006416456853,0.0160555711228103,379.65142644233526,369.3353952189953,74.84482823634248,141.61933770414058,155.42448979599635,0.012844456898248242,1.0,2429.073126999171,0.0,True,429.78363145446224,15.550558598204603,155.4373342528946,802.285547122487,1026.0,0.7434514549833148,,synthetic,42
S071,445.3341900526668,0.02975762546218249,0.34776647293585783,7.528993255671856e-06,381.35896968482217,369.94446292644136,75.11290176182847,140.96112853273212,154.87230055236293,6.023194604537485e-06,1.0,2430.187568920379,0.0,True,432.08210201957513,13.252088033091654,154.87230657555753,803.9810647631615,1026.0,0.7484545880491792,,synthetic,42
S072,445.3341900526668,0.013172461567244179,0.34899260436257984,4.61694522943968e-05,386.8202031322179,371.34180203193677,75.2974306279993,142.93708554711745,155.4183387981803,3.693556183551744e-05,1.0,2429.822170101538,0.0,True,439.46804254961825,5.866147503048569,155.41837573374212,803.0695581456772,1026.0,0.7626602781696221,,synthetic,42
S073,452.3587871176927,0.014445916556747975,0.34526320465283244,0.01806009653214543,392.3283863763149,373.99939868622465,76.01757264927656,140.55259729583213,156.182844493123,0.014448077225716345,1.0,2429.5861376711055,0.0,True,445.8240498252788,6.53473729241391,156.19729257034874,795.0119978865315,1026.0,0.7818973448448958,,synthetic,42
S074,453.8835538955122,0.001931753098754166,0.34530223092667683,0.007754506363234376,397.81436133989405,375.6903849630036,76.34210084178743,141.50260318542257,156.72700374104892,0.006203605090587501,1.0,2429.3641613904974,0.0,True,453.006762933801,0.8767909617112092,156.7332073461395,792.7396456424824,1026.0,0.7973758668111914,,synthetic,42
S075,458.01967281063025,0.002170520882531224,0.34317347521023134,0.016118951666388714,401.26196562890834,377.31222490534725,76.77053108731552,140.18633776879662,157.1802028330771,0.012895161333110972,1.0,2429.24530335497,0.0,True,457.02553154618465,0.9941412644455916,157.1930979944102,788.0164135982628,1026.0,0.8093836767085539,,synthetic,42
S076,459.88841329736516,0.00015638693029166846,0.342883210704753,0.01614464139276712,403.537450888361,378.1764784261404,76.9297131143291,140.26180971563227,157.688015717315,0.012915713114213696,1.0,2428.770861376954,0.0,True,459.8164927601329,0.07192053723228106,157.70093143042922,785.1653720077669,1026.0,0.816496580927726,maximum_strength,synthetic,42
